video_name,content_accuracy,anomaly_detection,confidence_calibration,hallucination,overall_score
anomaly_video_0000.mp4,6.800000000000001,2.9,5.0,3.8,4.625
anomaly_video_0001.mp4,2.8,3.8000000000000003,2.2,1.7000000000000002,2.625
anomaly_video_0002.mp4,2.2,3.6,2.4,2.2,2.6000000000000005
